sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
而其餘的若大、近半的尚可開顯的存有意識內涵則因其方法而不得不產生遺漏了。」,而 其餘 的 若 大 近 半 的 尚可 開顯 的 存有 意識 內涵 則 因 其 方法 而 不得不 產生 遺漏 了,23,而(937923) 其餘(8181) 的(16029838) 若(92766) 大(525780) 近(43555) 半(80813) 的(16029838) 尚可(590) 開顯(110) 的(16029838) 存有(3459) 意識(49648) 內涵(6559) 則(254096) 因(119364) 其(307905) 方法(99064) 而(937923) 不得不(19838) 產生(82753) 遺漏(1509) 了(3199291),{'High': 23},"{'第5級': 5, '第1級': 5, 'Unknown': 4, '第2級': 2, '第7級': 1, '第6級': 4, '第4級': 1, '第4*級': 1}",1,Y,Y,N,N
卻在存在主義中留下了耀眼的光輝。,卻 在 存在主義 中 留下 了 耀眼 的 光輝,9,卻(333007) 在(3284238) 存在主義(30) 中(1011729) 留下(29992) 了(3199291) 耀眼(2484) 的(16029838) 光輝(2326),"{'High': 8, 'Low': 1}","{'第4級': 1, '第1*級': 1, 'Unknown': 3, '第3*級': 1, '第6級': 2, '第1級': 1}",1,Y,N,N,N
通過沙特的作品是最好的不二途徑！,通過 沙特 的 作品 是 最好 的 不二 途徑,9,通過(29652) 沙特(535) 的(16029838) 作品(79492) 是(4642407) 最好(22016) 的(16029838) 不二(541) 途徑(6747),{'High': 9},"{'第4級': 1, 'Unknown': 3, '第1級': 3, '第3級': 1, '第6級': 1}",0,Y,N,N,Y
不要再去等中工了。,不要 再 去 等 中工 了,6,不要(101931) 再(326207) 去(479993) 等(327380) 中工(13) 了(3199291),"{'High': 5, 'Low': 1}","{'Unknown': 3, '第1*級': 1, '第1級': 1, '第3*級': 1}",0,Y,N,N,N
《知識學的基礎》。,知識學 的 基礎,3,知識學(3) 的(16029838) 基礎(39682),"{'Low': 1, 'High': 2}","{'Unknown': 1, '第1級': 1, '第4*級': 1}",1,N,N,N,N
也是誠摯地肯定人性的軟弱及人類的極限。,也 是 誠摯 地 肯定 人性 的 軟弱 及 人類 的 極限,12,也(1590760) 是(4642407) 誠摯(1145) 地(754998) 肯定(34303) 人性(12806) 的(16029838) 軟弱(3421) 及(304586) 人類(78855) 的(16029838) 極限(4227),{'High': 12},"{'第1級': 4, '第6級': 2, 'Unknown': 1, '第4*級': 2, '第5級': 3}",0,Y,Y,N,N
他的精神活動使他不能不承認自己是形而上的存在。,他 的 精神 活動 使 他 不能不 承認 自己 是 形而上 的 存在,13,他(2487930) 的(16029838) 精神(79222) 活動(85743) 使(197544) 他(2487930) 不能不(2146) 承認(25871) 自己(744739) 是(4642407) 形而上(748) 的(16029838) 存在(75197),{'High': 13},"{'第1級': 5, '第3*級': 1, '第2級': 1, '第5級': 2, 'Unknown': 2, '第4*級': 1, '第1*級': 1}",2,Y,N,N,N
也是諸無生命事物之被造生的本源。,也 是 諸 無 生命 事物 之 被 造生 的 本源,11,也(1590760) 是(4642407) 諸(29701) 無(157858) 生命(92595) 事物(32454) 之(875481) 被(540683) 造生(4) 的(16029838) 本源(602),"{'High': 10, 'Low': 1}","{'第1級': 3, 'Unknown': 4, '第5級': 2, '第4*級': 1, '第2級': 1}",0,Y,N,N,N
鋪陳出其「存有神邏輯」的結構。,鋪陳 出 其 存有 神 邏輯 的 結構,8,鋪陳(1170) 出(84457) 其(307905) 存有(3459) 神(46495) 邏輯(16179) 的(16029838) 結構(43294),{'High': 8},"{'第7級': 1, '第1*級': 1, '第6級': 2, '第4級': 1, '第5級': 2, '第1級': 1}",0,Y,N,N,N
故字是不可定義的。,故 字 是 不可 定義 的,6,故(28882) 字(75654) 是(4642407) 不可(50808) 定義(16392) 的(16029838),{'High': 6},"{'第6級': 1, '第1級': 3, 'Unknown': 1, '第5級': 1}",0,Y,Y,N,N
