sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
日後引發「多處疲勞性損傷「及「疲勞裂縫」。,日後 引發 多處 疲勞 性 損傷 及 疲勞 裂縫,9,日後(12851) 引發(17487) 多處(Unknown) 疲勞(3563) 性(23731) 損傷(2593) 及(304586) 疲勞(3563) 裂縫(1792),"{'High': 8, 'Low': 1}","{'Unknown': 3, '第5級': 4, '第6級': 2}",0,Y,Y,N,N
接受台大病患、工研院和中華電信員工申請示範性服務。,接受 台大 病患 工研院 和 中華 電信 員工 申請 示範性 服務,11,接受(84729) 台大(3363) 病患(10902) 工研院(829) 和(1338337) 中華(8450) 電信(1755) 員工(31766) 申請(10489) 示範性(56) 服務(38055),"{'High': 10, 'Low': 1}","{'第4級': 3, 'Unknown': 5, '第5級': 2, '第3級': 1}",2,Y,Y,N,N
採取共同行動。,採取 共同 行動,3,採取(30585) 共同(36636) 行動(69326),{'High': 3},"{'第5級': 2, '第4級': 1}",0,Y,N,N,N
稅後純益為3‧43元。,稅 後 純益 為 3 43 元,7,稅(2840) 後(422857) 純益(94) 為(761341) 3(51223) 43(1962) 元(60807),"{'High': 6, 'Low': 1}","{'第5級': 1, '第1級': 2, 'Unknown': 4}",0,Y,N,N,N
後市仍相對看好。,後市 仍 相對 看好,4,後市(94) 仍(92056) 相對(20694) 看好(2408),"{'Low': 1, 'High': 3}","{'Unknown': 2, '第4級': 1, '第5級': 1}",0,Y,N,N,N
均值得注意股價走勢。,均值 得 注意 股價 走勢,5,均值(61) 得(573721) 注意(49591) 股價(5495) 走勢(844),"{'Low': 1, 'High': 4}","{'Unknown': 4, '第2級': 1}",0,N,N,N,N
共傳喚調查一百一十八人。,共 傳喚 調查 一百一十八 人,5,共(32138) 傳喚(771) 調查(34821) 一百一十八(69) 人(1550512),"{'High': 4, 'Low': 1}","{'第1*級': 1, '第7級': 1, '第4*級': 1, 'Unknown': 1, '第1級': 1}",1,Y,N,N,N
不得再銷售或出租。,不得 再 銷售 或 出租,5,不得(14941) 再(326207) 銷售(13314) 或(478077) 出租(1639),{'High': 5},"{'Unknown': 1, '第1*級': 1, '第5級': 1, '第3級': 1, '第4級': 1}",0,Y,Y,N,N
才能夠根本的解決問題。,才 能夠 根本 的 解決 問題,6,才(394539) 能夠(96422) 根本(66330) 的(16029838) 解決(55725) 問題(280782),{'High': 6},"{'第2級': 1, 'Unknown': 1, '第4*級': 1, '第1級': 2, '第4級': 1}",0,Y,N,N,N
也不會侵權。,也 不會 侵權,3,也(1590760) 不會(173045) 侵權(418),{'High': 3},"{'第1級': 1, 'Unknown': 2}",0,Y,N,N,N
也不會妨礙個人悠遊網海的興致。,也 不會 妨礙 個人 悠遊 網海 的 興致,8,也(1590760) 不會(173045) 妨礙(3526) 個人(76253) 悠遊(695) 網海(3) 的(16029838) 興致(2756),"{'High': 7, 'Low': 1}","{'第1級': 2, 'Unknown': 2, '第6級': 2, '第4級': 1, '第7級': 1}",0,Y,N,N,N
已有五十人在美軍轟炸中喪生。,已 有 五十 人 在 美軍 轟炸 中 喪生,9,已(215610) 有(2217079) 五十(17500) 人(1550512) 在(3284238) 美軍(3434) 轟炸(2290) 中(1011729) 喪生(1076),{'High': 9},"{'第3級': 1, '第1級': 2, 'Unknown': 3, '第1*級': 1, '第6級': 2}",0,Y,N,N,N
也不願意再相信外來的欺騙者了。,也 不 願意 再 相信 外來 的 欺騙 者 了,10,也(1590760) 不(2282521) 願意(48894) 再(326207) 相信(82200) 外來(5029) 的(16029838) 欺騙(5293) 者(423504) 了(3199291),{'High': 10},"{'第1級': 3, '第2級': 2, '第1*級': 1, '第5級': 2, 'Unknown': 2}",0,Y,N,N,N
值得國防部深入研析。,值得 國防部 深入 研析,4,值得(34362) 國防部(1693) 深入(18074) 研析(57),"{'High': 3, 'Low': 1}","{'第4級': 1, 'Unknown': 2, '第5級': 1}",1,Y,N,N,N
而從卡巴拉到巴格達之間只有共和衛隊的麥地納裝甲師駐防。,而 從 卡巴拉 到 巴格達 之間 只有 共和 衛隊 的 麥地納 裝甲師 駐防,13,而(937923) 從(496546) 卡巴拉(137) 到(546906) 巴格達(1125) 之間(117932) 只有(43745) 共和(2086) 衛隊(501) 的(16029838) 麥地納(1) 裝甲師(12) 駐防(1360),"{'High': 11, 'Low': 2}","{'第5級': 1, '第1*級': 1, 'Unknown': 7, '第1級': 2, '第4級': 1, '第6級': 1}",4,Y,Y,N,Y
這些組織現在對維繫他權力已具關鍵作用。,這些 組織 現在 對 維繫 他 權力 已 具 關鍵 作用,11,這些(315113) 組織(69485) 現在(218744) 對(897964) 維繫(2823) 他(2487930) 權力(32289) 已(215610) 具(41661) 關鍵(25952) 作用(37837),{'High': 11},"{'Unknown': 1, '第5級': 4, '第1級': 3, '第6級': 2, '第3級': 1}",0,Y,N,N,N
這部分投資特別重視安全性。,這 部分 投資 特別 重視 安全性,6,這(2114032) 部分(82518) 投資(38191) 特別(91212) 重視(23501) 安全性(1120),{'High': 6},"{'第1級': 1, '第2級': 2, '第4*級': 1, '第4級': 1, 'Unknown': 1}",1,Y,N,N,N
一直是金融業界關注的焦點。,一直 是 金融 業界 關注 的 焦點,7,一直(119877) 是(4642407) 金融(15237) 業界(2575) 關注(11722) 的(16029838) 焦點(10000),{'High': 7},"{'第2級': 1, '第1級': 2, '第5級': 3, '第6級': 1}",0,Y,N,N,N
