sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
台灣地區發現第一起腸道出血性大腸桿菌感染症併發溶血性尿毒症候群個案，引起防疫單位警戒。,台灣 地區 發現 第一 起 腸道 出血性 大腸 桿菌 感染 症 併發 溶血性 尿毒 症候群 個案 引起 防疫 單位 警戒,20,台灣(130718) 地區(40339) 發現(175233) 第一(172544) 起(96746) 腸道(1432) 出血性(90) 大腸(1379) 桿菌(1120) 感染(10164) 症(5749) 併發(331) 溶血性(29) 尿毒(94) 症候群(2963) 個案(12690) 引起(36729) 防疫(271) 單位(23148) 警戒(1978),"{'High': 17, 'Low': 3}","{'第1級': 1, '第4級': 1, '第2級': 2, '第3*級': 1, 'Unknown': 9, '第5級': 2, '第6級': 2, '第4*級': 1, '第7級': 1}",3,Y,N,N,N
近年來，美、日等地均曾傳出大規模流行，其中又以五年前在日本發生超過萬人感染、十三人死亡疫情規模最大。,近年 來 美 日 等 地 均 曾 傳出 大規模 流行 其中 又 以 五 年 前 在 日本 發生 超過 萬 人 感染 十三 人 死亡 疫情 規模 最 大,31,近年(7929) 來(742183) 美(53380) 日(94041) 等(327380) 地(754998) 均(27783) 曾(132981) 傳出(4421) 大規模(3122) 流行(16740) 其中(95627) 又(535555) 以(547785) 五(112649) 年(514736) 前(272709) 在(3284238) 日本(105587) 發生(129211) 超過(30507) 萬(13178) 人(1550512) 感染(10164) 十三(9810) 人(1550512) 死亡(34520) 疫情(749) 規模(17762) 最(421680) 大(525780),{'High': 31},"{'第4級': 3, '第1級': 9, '第1*級': 5, '第3*級': 2, 'Unknown': 5, '第6級': 1, '第3級': 2, '第5級': 2, '第4*級': 2}",1,Y,Y,N,N
O157大腸桿菌感染在美國、日本、英國、加拿大均曾傳出疫情，就全球分佈來說，感染情形在北美洲、歐洲、南非、日本、南美洲南部及澳洲較為嚴重，中國大陸自一九九八年起開始傳出病例。,O157 大腸 桿菌 感染 在 美國 日本 英國 加拿大 均 曾 傳出 疫情 就 全球 分佈 來 說 感染 情形 在 北美洲 歐洲 南非 日本 南美洲 南部 及 澳洲 較為 嚴重 中國 大陸 自 一九九八年 起 開始 傳出 病例,39,O157(2) 大腸(1379) 桿菌(1120) 感染(10164) 在(3284238) 美國(148299) 日本(105587) 英國(44248) 加拿大(5370) 均(27783) 曾(132981) 傳出(4421) 疫情(749) 就(1737544) 全球(21104) 分佈(1826) 來(742183) 說(1285247) 感染(10164) 情形(35199) 在(3284238) 北美洲(764) 歐洲(24026) 南非(2714) 日本(105587) 南美洲(1065) 南部(5775) 及(304586) 澳洲(5383) 較為(8058) 嚴重(39284) 中國(214840) 大陸(27031) 自(59676) 一九九八年(2079) 起(96746) 開始(245562) 傳出(4421) 病例(2105),"{'Low': 1, 'High': 38}","{'Unknown': 12, '第5級': 4, '第1*級': 2, '第1級': 8, '第4級': 4, '第6級': 3, '第3*級': 5, '第2級': 1}",5,Y,Y,N,N
美國地區自一九八二年發生第一波感染，九三年並則發生連鎖速食餐廳因漢堡絞肉受該菌感染而爆發跨州流行，業者因而被迫回收廿五萬個漢堡，但仍有四名兒童因感染死亡。,美國 地區 自 一九八二年 發生 第一 波 感染 九三年 並 則 發生 連鎖 速食 餐廳 因 漢堡 絞肉 受 該 菌 感染 而 爆發 跨州 流行 業者 因而 被迫 回收 廿五萬 個 漢堡 但 仍 有 四 名 兒童 因 感染 死亡,42,美國(148299) 地區(40339) 自(59676) 一九八二年(1609) 發生(129211) 第一(172544) 波(13054) 感染(10164) 九三年(214) 並(442790) 則(254096) 發生(129211) 連鎖(2455) 速食(674) 餐廳(13613) 因(119364) 漢堡(2523) 絞肉(130) 受(109982) 該(148369) 菌(1437) 感染(10164) 而(937923) 爆發(11071) 跨州(26) 流行(16740) 業者(6857) 因而(29060) 被迫(8701) 回收(2823) 廿五萬(12) 個(2296574) 漢堡(2523) 但(597124) 仍(92056) 有(2217079) 四(141667) 名(136287) 兒童(30462) 因(119364) 感染(10164) 死亡(34520),"{'High': 40, 'Low': 2}","{'第1級': 4, '第4級': 5, '第5級': 9, 'Unknown': 10, '第3級': 4, '第2級': 3, '第4*級': 3, '第6級': 1, '第1*級': 1, '第2*級': 2}",3,Y,Y,N,N
美國平均每年有一萬到二萬人感染，感染途徑包括飲用受污染的蘋果製成的果汁、牛奶，以及在受污染的水中游泳。,美國 平均 每 年 有 一萬 到 二萬 人 感染 感染 途徑 包括 飲用 受 污染 的 蘋果 製成 的 果汁 牛奶 以及 在 受 污染 的 水 中 游泳,30,美國(148299) 平均(13871) 每(333357) 年(514736) 有(2217079) 一萬(5844) 到(546906) 二萬(1595) 人(1550512) 感染(10164) 感染(10164) 途徑(6747) 包括(74410) 飲用(1629) 受(109982) 污染(5095) 的(16029838) 蘋果(8774) 製成(4811) 的(16029838) 果汁(2031) 牛奶(6364) 以及(155624) 在(3284238) 受(109982) 污染(5095) 的(16029838) 水(86260) 中(1011729) 游泳(5207),{'High': 30},"{'第1級': 9, '第4級': 3, '第1*級': 3, 'Unknown': 5, '第5級': 3, '第6級': 1, '第3*級': 3, '第2*級': 3}",0,Y,Y,N,N
鄰近日本地區則在五年前爆發超過萬人感染的最大規模疫情，調查結果證實感染者因為生食灌溉水遭上游帶菌牛隻糞便污染的苜蓿芽而罹病。,鄰近 日本 地區 則 在 五 年 前 爆發 超過 萬 人 感染 的 最 大規模 疫情 調查 結果 證實 感染 者 因為 生食 灌溉 水 遭 上游 帶菌 牛隻 糞便 污染 的 苜蓿芽 而 罹病,36,鄰近(3581) 日本(105587) 地區(40339) 則(254096) 在(3284238) 五(112649) 年(514736) 前(272709) 爆發(11071) 超過(30507) 萬(13178) 人(1550512) 感染(10164) 的(16029838) 最(421680) 大規模(3122) 疫情(749) 調查(34821) 結果(114008) 證實(10978) 感染(10164) 者(423504) 因為(425061) 生食(271) 灌溉(1649) 水(86260) 遭(18764) 上游(2860) 帶菌(18) 牛隻(589) 糞便(1796) 污染(5095) 的(16029838) 苜蓿芽(42) 而(937923) 罹病(130),"{'High': 34, 'Low': 2}","{'第6級': 2, '第1級': 8, '第4級': 2, '第5級': 6, '第1*級': 4, 'Unknown': 8, '第4*級': 1, '第3*級': 2, '第7級': 3}",2,Y,Y,N,N
由於日本當地生食機會多，在當地一度引發全面防疫警戒。,由於 日本 當地 生食 機會 多 在 當地 一 度 引發 全面 防疫 警戒,14,由於(88111) 日本(105587) 當地(23011) 生食(271) 機會(81244) 多(318992) 在(3284238) 當地(23011) 一(3701681) 度(25018) 引發(17487) 全面(10364) 防疫(271) 警戒(1978),{'High': 14},"{'第4*級': 3, '第1級': 3, 'Unknown': 2, '第2級': 1, '第1*級': 1, '第3級': 1, '第5級': 2, '第7級': 1}",0,Y,Y,N,N
依據臨床統計，感染O157大腸桿菌的病患當中，五十%僅有輕微腹瀉症狀，不需要治療就能自行痊癒；另有卅%的感染者則需要接受治療，並在治療後痊癒。,依據 臨床 統計 感染 O157 大腸 桿菌 的 病患 當中 五十 僅有 輕微 腹瀉 症狀 不 需要 治療 就 能 自行 痊癒 另 有 卅 的 感染 者 則 需要 接受 治療 並 在 治療 後 痊癒,37,依據(12089) 臨床(6794) 統計(9580) 感染(10164) O157(2) 大腸(1379) 桿菌(1120) 的(16029838) 病患(10902) 當中(28263) 五十(17500) 僅有(4494) 輕微(4389) 腹瀉(1619) 症狀(16599) 不(2282521) 需要(166793) 治療(45170) 就(1737544) 能(582260) 自行(9833) 痊癒(4025) 另(138369) 有(2217079) 卅(333) 的(16029838) 感染(10164) 者(423504) 則(254096) 需要(166793) 接受(84729) 治療(45170) 並(442790) 在(3284238) 治療(45170) 後(422857) 痊癒(4025),"{'High': 36, 'Low': 1}","{'第5級': 12, '第6級': 4, 'Unknown': 6, '第1級': 6, '第3*級': 1, '第7級': 1, '第2級': 2, '第1*級': 2, '第3級': 1, '第4級': 1, '第4*級': 1}",1,Y,Y,N,N
約有廿%的嚴重感染者必須住院治療，這類嚴重病患中，有八成可能合併出血性結腸炎，另外的二成則可能合併溶血性尿毒症候群。,約 有 廿 的 嚴重 感染 者 必須 住院 治療 這 類 嚴重 病患 中 有 八成 可能 合併 出血性 結腸炎 另外 的 二成 則 可能 合併 溶血性 尿毒 症候群,30,約(47731) 有(2217079) 廿(542) 的(16029838) 嚴重(39284) 感染(10164) 者(423504) 必須(170592) 住院(3930) 治療(45170) 這(2114032) 類(58191) 嚴重(39284) 病患(10902) 中(1011729) 有(2217079) 八成(2096) 可能(271025) 合併(4520) 出血性(90) 結腸炎(33) 另外(48233) 的(16029838) 二成(265) 則(254096) 可能(271025) 合併(4520) 溶血性(29) 尿毒(94) 症候群(2963),"{'High': 26, 'Low': 4}","{'第3*級': 4, '第1級': 7, 'Unknown': 8, '第5級': 5, '第3級': 2, '第4*級': 1, '第6級': 3}",4,Y,Y,N,N
而在合併發生溶血性尿毒症候群的病患當中，有一半可以完全康復，卅五%則可能發展成慢性腎臟衰竭，必須接受洗腎治療；約有五%的死亡率。,而 在 合併 發生 溶血性 尿毒 症候群 的 病患 當中 有 一半 可以 完全 康復 卅五 則 可能 發展成 慢性 腎臟 衰竭 必須 接受 洗腎 治療 約 有 五 的 死亡率,31,而(937923) 在(3284238) 合併(4520) 發生(129211) 溶血性(29) 尿毒(94) 症候群(2963) 的(16029838) 病患(10902) 當中(28263) 有(2217079) 一半(21409) 可以(560531) 完全(115744) 康復(2084) 卅五(67) 則(254096) 可能(271025) 發展成(2117) 慢性(3000) 腎臟(1943) 衰竭(936) 必須(170592) 接受(84729) 洗腎(3) 治療(45170) 約(47731) 有(2217079) 五(112649) 的(16029838) 死亡率(1495),"{'High': 27, 'Low': 4}","{'第5級': 5, '第1*級': 1, '第6級': 3, '第3級': 2, 'Unknown': 8, '第1級': 7, '第3*級': 3, '第2級': 1, '第4級': 1}",4,Y,Y,N,N
