sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
南投地檢署昨天偵破以未成年少女色誘，進行仙人跳及詐賭的犯罪集團，檢肅治平對象的主嫌李文斌，並逮捕共犯十三人。,南投 地檢署 昨天 偵破 以 未 成年 少女 色誘 進行 仙人跳 及 詐賭 的 犯罪 集團 檢肅 治平 對象 的 主嫌 李文斌 並 逮捕 共犯 十三 人,27,南投(857) 地檢署(52) 昨天(12735) 偵破(280) 以(547785) 未(101927) 成年(5565) 少女(9457) 色誘(39) 進行(100298) 仙人跳(Unknown) 及(304586) 詐賭(4) 的(16029838) 犯罪(11684) 集團(20609) 檢肅(29) 治平(440) 對象(28123) 的(16029838) 主嫌(51) 李文斌(Unknown) 並(442790) 逮捕(7333) 共犯(870) 十三(9810) 人(1550512),"{'High': 20, 'Low': 7}","{'Unknown': 12, '第1級': 4, '第5級': 6, '第4*級': 4, '第4級': 1}",3,Y,Y,N,Y
檢察官晚間複訊後，將其中兩名少女移送少年法庭，王富坤裁定三萬元交保候傳，並向地院聲請羈押李文斌等人。,檢察官 晚間 複訊 後 將 其中 兩 名 少女 移送 少年 法庭 王富坤 裁定 三萬 元 交保 候傳 並 向 地院 聲請 羈押 李文斌 等 人,26,檢察官(2517) 晚間(1978) 複訊(1) 後(422857) 將(448374) 其中(95627) 兩(526190) 名(136287) 少女(9457) 移送(325) 少年(15730) 法庭(7131) 王富坤(Unknown) 裁定(821) 三萬(2891) 元(60807) 交保(99) 候傳(14) 並(442790) 向(231672) 地院(68) 聲請(350) 羈押(302) 李文斌(Unknown) 等(327380) 人(1550512),"{'High': 20, 'Low': 6}","{'第6級': 1, 'Unknown': 11, '第1級': 4, '第5級': 2, '第3*級': 2, '第2級': 2, '第4*級': 3, '第7級': 1}",3,Y,Y,N,Y
地檢署發言人主任檢察官王清杰指出，以李文斌為首的犯罪集團，非法持有槍械，在埔里地區從事暴力討債、販賣搖頭丸及特種行業圍事。,地檢署 發言人 主任 檢察官 王清杰 指出 以 李文斌 為首 的 犯罪 集團 非法 持有 槍械 在 埔里 地區 從事 暴力 討債 販賣 搖頭丸 及 特種 行業 圍事,27,地檢署(52) 發言人(1293) 主任(13859) 檢察官(2517) 王清杰(Unknown) 指出(38456) 以(547785) 李文斌(Unknown) 為首(3277) 的(16029838) 犯罪(11684) 集團(20609) 非法(3229) 持有(4356) 槍械(452) 在(3284238) 埔里(1277) 地區(40339) 從事(22774) 暴力(16677) 討債(370) 販賣(3252) 搖頭丸(27) 及(304586) 特種(588) 行業(8641) 圍事(10),"{'Low': 5, 'High': 22}","{'Unknown': 12, '第7級': 1, '第4級': 2, '第6級': 1, '第5級': 7, '第1級': 1, '第4*級': 2, '第1*級': 1}",6,Y,Y,N,Y
去年五月間起，更以財力殷實民眾為對象，由集團成員邀約至酒店飲酒，趁機在菸酒中下迷藥後，載至不特定場所設局詐賭，再逼迫被害人交付財物或簽發本票。,去年 五月 間 起 更 以 財力 殷實 民眾 為 對象 由 集團 成員 邀約 至 酒店 飲酒 趁機 在 菸酒 中 下 迷藥 後 載至 不 特定 場所 設局 詐賭 再 逼迫 被害人 交付 財物 或 簽發 本票,39,去年(9462) 五月(15682) 間(115638) 起(96746) 更(361676) 以(547785) 財力(1698) 殷實(238) 民眾(17097) 為(761341) 對象(28123) 由(208604) 集團(20609) 成員(25071) 邀約(1603) 至(101530) 酒店(3875) 飲酒(4118) 趁機(3258) 在(3284238) 菸酒(290) 中(1011729) 下(329549) 迷藥(89) 後(422857) 載至(6) 不(2282521) 特定(20754) 場所(8263) 設局(117) 詐賭(4) 再(326207) 逼迫(2299) 被害人(955) 交付(1533) 財物(3000) 或(478077) 簽發(302) 本票(115),"{'High': 36, 'Low': 3}","{'第1級': 3, 'Unknown': 17, '第3*級': 1, '第5級': 7, '第4*級': 2, '第4級': 1, '第6級': 4, '第1*級': 3, '第3級': 1}",1,Y,Y,N,N
更特殊的是以仙人跳詐財手法，集團利用未成年少女色誘被害人，迷藥和美色雙管齊下，至賓館發生性關係，再以丈夫、兄長身分出面捉姦，或藉被害人分泌物等證據，要求鉅額和解金，否則即持槍登門威嚇。,更 特殊 的 是 以 仙人跳 詐財 手法 集團 利用 未 成年 少女 色誘 被害人 迷藥 和 美色 雙管齊下 至 賓館 發生 性關係 再 以 丈夫 兄長 身分 出面 捉姦 或 藉 被害人 分泌物 等 證據 要求 鉅額 和解金 否則 即 持 槍 登門 威嚇,45,更(361676) 特殊(28606) 的(16029838) 是(4642407) 以(547785) 仙人跳(Unknown) 詐財(51) 手法(13257) 集團(20609) 利用(49229) 未(101927) 成年(5565) 少女(9457) 色誘(39) 被害人(955) 迷藥(89) 和(1338337) 美色(616) 雙管齊下(309) 至(101530) 賓館(878) 發生(129211) 性關係(43) 再(326207) 以(547785) 丈夫(31006) 兄長(2424) 身分(22196) 出面(4199) 捉姦(145) 或(478077) 藉(14277) 被害人(955) 分泌物(788) 等(327380) 證據(20726) 要求(71192) 鉅額(704) 和解金(7) 否則(26547) 即(110826) 持(11680) 槍(16487) 登門(1118) 威嚇(898),"{'High': 39, 'Low': 6}","{'Unknown': 14, '第5級': 7, '第1級': 2, '第6級': 5, '第3*級': 3, '第4*級': 6, '第7級': 4, '第3級': 2, '第1*級': 1, '第4級': 1}",7,Y,Y,N,N
此案經彰化警方掌握線報，由於犯罪嫌疑人及地點以南投縣為主，彰化地檢署於是將此「他案」移轉南投地檢署。,此 案 經 彰化 警方 掌握 線報 由於 犯罪 嫌疑人 及 地點 以 南投縣 為主 彰化 地檢署 於是 將 此 他 案 移轉 南投 地檢署,25,此(288458) 案(11719) 經(38471) 彰化(2603) 警方(8008) 掌握(24464) 線報(44) 由於(88111) 犯罪(11684) 嫌疑人(420) 及(304586) 地點(16808) 以(547785) 南投縣(780) 為主(12900) 彰化(2603) 地檢署(52) 於是(108155) 將(448374) 此(288458) 他(2487930) 案(11719) 移轉(2907) 南投(857) 地檢署(52),"{'High': 22, 'Low': 3}","{'第5級': 6, '第4*級': 5, 'Unknown': 12, '第3*級': 1, '第1級': 1}",4,Y,Y,N,N
由於集團犯罪情節重大，南投地檢署檢察長陳榮宗於是指派王捷拓指揮偵辦，檢警全面佈線監控後，清查出該集團以類似手法犯案四十多起，所得不法財物高達數千萬元！,由於 集團 犯罪 情節 重大 南投 地檢署 檢察長 陳榮宗 於是 指派 王捷拓 指揮 偵辦 檢警 全面 佈線 監控 後 清查 出 該 集團 以 類似 手法 犯案 四十多 起 所得 不法 財物 高達 數千萬 元,35,由於(88111) 集團(20609) 犯罪(11684) 情節(13618) 重大(19228) 南投(857) 地檢署(52) 檢察長(205) 陳榮宗(2) 於是(108155) 指派(2291) 王捷拓(Unknown) 指揮(13870) 偵辦(354) 檢警(40) 全面(10364) 佈線(17) 監控(2732) 後(422857) 清查(621) 出(84457) 該(148369) 集團(20609) 以(547785) 類似(29985) 手法(13257) 犯案(715) 四十多(1785) 起(96746) 所得(4948) 不法(1309) 財物(3000) 高達(7931) 數千萬(343) 元(60807),"{'High': 30, 'Low': 5}","{'第4*級': 5, '第5級': 7, 'Unknown': 13, '第6級': 6, '第1級': 2, '第1*級': 1, '第3*級': 1}",6,Y,Y,N,Y
立委鄭余鎮不滿壹周刊指稱他與助理許秀榮鬧緋聞，並被冠上「淫亂立委」之名，昨天偕同許女前往台北地檢署按鈴控告社長張劍虹、總編輯斐偉涉嫌公然侮辱、誹謗，並將求償三億元。,立委 鄭余鎮 不滿 壹周刊 指稱 他 與 助理 許秀榮 鬧 緋聞 並 被 冠上 淫亂 立委 之 名 昨天 偕同 許女 前往 台北 地檢署 按 鈴 控告 社長 張劍虹 總編輯 斐偉 涉嫌 公然侮辱 誹謗 並 將 求償 三億 元,39,立委(1052) 鄭余鎮(27) 不滿(12145) 壹周刊(Unknown) 指稱(1844) 他(2487930) 與(968432) 助理(6429) 許秀榮(Unknown) 鬧(7452) 緋聞(332) 並(442790) 被(540683) 冠上(789) 淫亂(461) 立委(1052) 之(875481) 名(136287) 昨天(12735) 偕同(359) 許女(Unknown) 前往(27321) 台北(22242) 地檢署(52) 按(31532) 鈴(2827) 控告(1453) 社長(2669) 張劍虹(Unknown) 總編輯(1346) 斐偉(Unknown) 涉嫌(2037) 公然侮辱(Unknown) 誹謗(1019) 並(442790) 將(448374) 求償(154) 三億(481) 元(60807),"{'High': 31, 'Low': 8}","{'Unknown': 19, '第5級': 6, '第7級': 3, '第1級': 3, '第4*級': 3, '第2級': 2, '第4級': 1, '第6級': 2}",7,Y,Y,N,Y
而壹週刊則在下午也具狀控告鄭余鎮誹謗，指鄭余鎮在記者會中指涉他接到勒索金錢的電話，足以使人認為勒索之事係壹週刊所為。,而 壹週刊 則 在 下午 也 具狀 控告 鄭余鎮 誹謗 指 鄭余鎮 在 記者會 中 指涉 他 接到 勒索 金錢 的 電話 足以 使 人 認為 勒索 之 事 係 壹週刊 所為,32,而(937923) 壹週刊(Unknown) 則(254096) 在(3284238) 下午(20045) 也(1590760) 具狀(30) 控告(1453) 鄭余鎮(27) 誹謗(1019) 指(84264) 鄭余鎮(27) 在(3284238) 記者會(1649) 中(1011729) 指涉(2137) 他(2487930) 接到(9575) 勒索(1663) 金錢(13136) 的(16029838) 電話(38698) 足以(18852) 使(197544) 人(1550512) 認為(192030) 勒索(1663) 之(875481) 事(385949) 係(9477) 壹週刊(Unknown) 所為(240),"{'High': 27, 'Low': 5}","{'第5級': 5, 'Unknown': 10, '第1*級': 3, '第1級': 6, '第6級': 4, '第7級': 1, '第4級': 1, '第4*級': 1, '第2級': 1}",5,Y,Y,N,Y
對於鄭余鎮的控告，壹週刊表示，在了解告訴內容後不排除具狀再告鄭余鎮誣告。,對於 鄭余鎮 的 控告 壹週刊 表示 在 了解 告訴 內容 後 不 排除 具 狀 再 告 鄭余鎮 誣告,19,對於(99570) 鄭余鎮(27) 的(16029838) 控告(1453) 壹週刊(Unknown) 表示(74452) 在(3284238) 了解(82970) 告訴(122898) 內容(55074) 後(422857) 不(2282521) 排除(7750) 具(41661) 狀(2968) 再(326207) 告(6806) 鄭余鎮(27) 誣告(603),"{'High': 16, 'Low': 3}","{'第5級': 3, 'Unknown': 5, '第1級': 3, '第6級': 3, '第4*級': 1, '第1*級': 2, '第3*級': 1, '第4級': 1}",3,Y,N,N,Y
